theme,content,description
おバカ,ペンギンは石をプレゼントしてプロポーズ,オスが気に入った小石をメスに渡し、受け取ってもらえればカップル成立です。
おバカ,ナマケモノはあまりに動かず苔が生える,体毛に苔が生えることで、ジャングルの中で保護色となり身を守っています。
おバカ,猫の鳴き声「ニャー」は人間用,猫同士はボディランゲージや匂いで会話しており、鳴き声は主に対人間用です。
おバカ,ゴリラの血液型はすべてB型,ニシローランドゴリラは全員B型とされています。（種によって異なります）
おバカ,世界一高い場所にある郵便ポストは海の中,和歌山県すさみ町の海底10mに設置されており、専用ハガキで投函可能です。
おバカ,アヒルの足は凍らない,「ワンダーネット」という熱交換機能を持つ血管があり、冷たい水でも体温を保てます。
おバカ,クモの糸を合わせると飛行機を止められる,理論上、鉛筆ほどの太さのクモの糸があれば、ジャンボジェット機を捕獲できます。
おバカ,スイスには「一人でモルモットを飼う」禁止,社会性の強い動物なので、一匹だけで飼うことは虐待とみなされ法律で禁止です。
おバカ,1gの金は3kmの長さに伸ばせる,金は非常に伸びやすく、わずか1gで3000mもの金糸に加工することができます。
おバカ,地球上で一番売れている本はカタログ,家具店IKEAのカタログは、かつて年間2億部以上発行され聖書を超えていました。
おバカ,かつてアメリカではトマトは毒扱い,ナス科の植物で毒草に似ていたため、200年近く観賞用として恐れられていました。
おバカ,フランスでは「豚にナポレオンと名付ける」禁止,法律で明記されているわけではありませんが、英雄への侮辱となるためタブーです。
おバカ,オーストラリアには「頭を打って天才」事例,頭部への衝撃で脳機能が変化し、突然数学や芸術の天才になるサヴァン症候群です。
おバカ,牛には親友がいる,特定の仲の良い牛と一緒にいないと、ストレスで心拍数が上がることが分かっています。
おバカ,カタツムリは殻を脱ぐと死ぬ,殻の中には内臓が詰まっており、体と一体化しているため、脱ぐことはできません。
おバカ,トウモロコシの粒の数は必ず偶数,おしべの分裂の仕組み上、必ず2つ1組で粒ができるため、偶数になります。
おバカ,金魚の記憶力は3秒ではない,実験によると、少なくとも数ヶ月は記憶を保持でき、飼い主の顔も識別できるようです。
おバカ,バナナの皮には滑る成分が本当にある,踏むと皮の繊維がつぶれて潤滑油のような液体が出るため、物理的に本当によく滑ります。
おバカ,イルカはフグを突っついてハイになる,フグ毒の痺れを楽しむために、集団でフグを突っつく様子が撮影されています。
おバカ,キリンの舌は50cmもある,高い木のとげを避けて葉を巻き取るため、非常に長く器用な舌を持っています。
おバカ,ラクダのまつ毛は3段になっている,砂漠の激しい砂嵐から目を守るため、まつ毛が長く多重構造になっています。
おバカ,世界一高い建物の中には巨大な錘,台北101などの超高層ビルには、風の揺れを打ち消す巨大なダンパーが吊るされています。
おバカ,昔のケチャップは薬として販売,1830年代のアメリカでは、トマトの殺菌作用を利用して胃薬として売られていました。
おバカ,トランプのスペードのエースは特別扱い,昔、トランプに税金がかけられていた際、納税証明印をエースに押した名残です。
おバカ,カバの汗は強力な日焼け止め,カバの赤い汗には、紫外線をカットし細菌感染を防ぐ成分が含まれています。
おバカ,ワニは一生に一度も目をつぶらない,透明な瞬膜という瞼があり、水中で目を守りながら視界を確保しています。
おバカ,蟻は自分の体重の50倍を持てる,筋肉の構造が効率的で、人間がトラックを持ち上げるくらいの怪力を持っています。
おバカ,象は足の裏で遠くの音を聞く,足の裏で地面の低周波振動を感知し、数キロ離れた仲間の位置を知ることができます。
おバカ,タコは鏡を見て自分だとわかる,鏡に映った姿を自分と認識できる「鏡像認知」能力を持つ、数少ない無脊椎動物です。
おバカ,世界で一番古いガムは9000年前,スウェーデンで発見された9000年前の噛み跡付きの樹脂が、最古のガムとされます。
おバカ,鳥は空中で眠ることができる,渡り鳥などは脳を半分ずつ休ませることで、飛びながら睡眠をとることができます。
おバカ,カエルは目を使って食べ物を飲み込む,眼球を口の中に引っ込めることで、その圧力を使って食べ物を喉に押し込みます。
おバカ,宇宙から万里の長城は見えない,かつては見えると言われましたが、幅が狭いため肉眼で確認するのは不可能です。
おバカ,1円玉は水に浮く,アルミニウムは軽い金属なので、静かに置けば水の表面張力で浮かせることができます。
おバカ,醤油は英語でも「Soy Sauce」,Soyは大豆、Sauceはタレ。そのまま「大豆のソース」という意味です。
おバカ,猫にチョコレートは毒,テオブロミンという成分を分解できず、中毒症状を起こすため絶対に与えてはいけません。
おバカ,犬はテレビをコマ送りで見ている,人間より動体視力が優れているため、旧来のテレビ画面はチラついて見えています。
おバカ,マヨネーズは賞味期限が切れても数ヶ月,お酢と塩による殺菌効果が高いため、未開封ならかなり長持ちします。
おバカ,世界一高い山は海底から測るとハワイ,マウナ・ケア山は海底部からの高さが1万メートルを超え、エベレストより高いです。
おバカ,雨の匂いの正体はペトリコール,地面の細菌が出す物質や植物の油分が、雨粒で弾けて空気中に広がる匂いです。
おバカ,トランプのKはすべて実在の王,スペードはダビデ王、ハートはシャルルマーニュなど、モデルが存在します。
おバカ,ガムを飲み込んでも排出される,「7年体内に残る」というのは迷信で、消化されずにそのまま排泄されます。
おバカ,ハチは自分の巣の場所を太陽で覚える,太陽の位置をコンパス代わりにして、巣や花畑の方向を正確に把握しています。
おバカ,人間は一生のうちに3万回あくび,脳の温度調節や覚醒を促すために、胎児の頃からあくびをしています。
おバカ,眠れない時に羊を数えるのは語呂合わせ,英語のSleepとSheepの発音が似ており、暗示効果があるためと言われます。
おバカ,お腹が鳴るのは掃除のサイン,空腹時に胃が強く収縮し、食べ物のカスを腸へ送り出す「掃除運動」の音です。
ギネス,世界一長い髪の毛は5mを超える,中国の女性が記録した長さで、13歳の頃から30年以上伸ばし続けたそうです。
ギネス,世界一大きいピザはバスケットコート並,総重量12トン以上、1200平米を超える巨大ピザがイタリアで作られました。
ギネス,世界一速く走る男はボルト,ウサイン・ボルトが記録した100m9秒58は、時速になおすと約44.7kmです。
ギネス,世界一長生きした猫は38歳,クリーム・パフという名前の猫で、人間なら約170歳まで生きたことになります。
ギネス,世界一重いカボチャは1トン以上,品種改良と徹底管理により、軽自動車よりも重いカボチャが育てられています。
ギネス,世界一高いピザの値段は約130万円,金箔、トリュフ、最高級キャビアを散りばめた、イタリアの超豪華ピザです。
ギネス,世界一長い映画は857時間,『アンビアンセ』という実験映画で、全編を見るのに不眠不休でも30日以上かかります。
ギネス,世界一うるさい叫び声は飛行機並み,129デシベルという記録があり、ジェット機のエンジン音に匹敵する大音量です。
ギネス,世界一多くの指を持つ人は計34本,インドの男性で、手足の指が合計34本ある多指症のギネス記録です。
ギネス,世界一高い場所からのスカイダイビング,成層圏である高度3万9000メートルからのダイビングに成功しています。
ギネス,世界一多くのハンバーガーを食べた男,ドナルド・ゴースケ氏は、生涯で3万個以上のビッグマックを完食しました。
ギネス,世界一長い爪を持つ女性,両手の爪の合計の長さが13メートルを超え、日常生活には多大な苦労があったそうです。
ギネス,世界一小さい犬は体高約10cm,チワワの「ミラクル・ミリー」は、なんとスニーカーにもすっぽり入る大きさでした。
ギネス,世界一大きいシャボン玉は車が入る,あるアーチストが作ったシャボン玉は、セダン型の車一台を包み込みました。
ギネス,世界一長い橋は160km以上,中国の丹陽-昆山特大橋は全長164.8kmもあり、東京から静岡までの距離に相当します。
ギネス,世界一高い歌声を出せる女性,ピアノの鍵盤の端よりもさらに高い、人間離れした超高音を出すことができます。
ギネス,世界一速いタイピング,一分間に800文字以上を入力する記録があり、もはや指の動きが見えません。
ギネス,世界一長いドミノ倒しは400万本,オランダのチームが達成し、全て倒れるまでに相当な時間がかかりました。
ギネス,世界一多い家族は180人以上,インドのジオーナ氏は39人の妻を持ち、子供や孫を含めると180人以上の大家族でした。
ギネス,世界一大きいテディベアは20m,メキシコのスタジアムで作られたぬいぐるみは、全長約20メートルもありました。
ギネス,世界一長いゴムボート,全長30メートル以上あり、スキー場の雪の上を大勢で滑り降りるイベントで使われました。
ギネス,世界一高いジャンプをした犬,グレイハウンドという犬種が、191.7cmの壁を飛び越えた記録があります。
ギネス,世界一速くベッドメイキングする人,ホテルの支配人が、BOXシーツを完璧にセットするまでわずか69秒という記録があります。
ギネス,世界一多くのTシャツを同時に着た,260枚ものTシャツを重ね着し、ダルマのような見た目で歩くのもやっとでした。
ギネス,世界一長いレゴの塔,イスラエルで作られたレゴタワーは高さ36メートルに達し、ギネス記録となりました。
ギネス,世界一長いパンの長さは1km,スペインで焼かれたフランスパンは長さ1.2kmもあり、街の人々に振る舞われました。
ギネス,世界一速くレモンを食べる,皮を剥いたレモン一個を、わずか17秒で完食した記録があります。
ギネス,世界一長いスライドショー,3人が交代しながら写真を映し続け、84時間以上も連続でプレゼンを行いました。
ギネス,世界一大きいコーヒーカップ,ラスベガスで作られ、約7600リットル（浴槽数十杯分）のコーヒーが入りました。
ギネス,世界一速いトイレ,イギリスの発明家がトイレにエンジンを載せ、時速85kmで爆走することに成功しました。
ギネス,世界一長いトランプの塔,アメリカの建築家がトランプだけで作った塔は、高さ7.86メートルに達しました。
ギネス,世界一多くの風船を割る犬,ジャックラッセルテリアのトゥインキー君は、100個の風船を39秒で全て割りました。
ギネス,世界一高いハイヒール,ヒールの高さが40cm以上ある靴が作られましたが、実際に歩くのは至難の業です。
ギネス,世界一大きいパズル,5万ピースを超えるジグソーパズルが市販されており、完成には数ヶ月を要します。
ギネス,世界一長い名前を持つ店,イギリスにあるパブの名前は文字数が多すぎて、看板が建物を一周しています。
ギネス,世界一速くルービックキューブ,アメリカの青年が、3.13秒で3x3のルービックキューブを揃える世界記録を出しました。
ギネス,世界一長いトンネル,スイスのゴッタルドベーストンネルは全長57kmあり、鉄道トンネルとして世界最長です。
ギネス,世界一重い金貨は1トン,オーストラリアで作られた巨大な金貨は、純金1トン（約60億円相当）の価値があります。
ギネス,世界一高いアイスクリーム,ドバイのカフェで提供されるアイスは金箔尽くしで、一杯約88万円もします。
ギネス,世界一速い野球の球速,アロルディス・チャップマン投手が投げた169km/h（105.1マイル）がギネス認定されています。
ギネス,世界一大きい時計,サウジアラビアの「アブラージュ・アル・ベイト」にある時計塔は、直径43mもあります。
ギネス,世界一長いペン,インドで作られたボールペンは長さ5.5メートルもあり、実際にインクが出て書くことも可能です。
ギネス,世界一多い応募があった懸賞,ペプシコーラの懸賞キャンペーンには、世界中から1億通以上の応募が集まりました。
ギネス,世界一速くココナッツを割る,手刀や肘などで、1分間に122個ものココナッツを叩き割った武道家がいます。
ギネス,世界一重い自転車,ベルギーの男性が作った自転車は重さ860kgもあり、巨大なタイヤで実際に走行可能です。
ギネス,世界一高い場所でのテニス,ドバイのホテルのヘリポートにて、地上約200mの高さでテニスの試合が行われました。
ギネス,世界一大きい手を持つ男,トルコの男性の手首から中指の先までは28.5cmもあり、バスケボールを片手で掴めます。
ギネス,世界一長いソーセージ,ルーマニアで作られたソーセージは全長62kmもあり、つなぎ目なしの一本として認定されました。
ギネス,世界一速いカメ,「バーティ」と名付けられたカメは、時速約1km（秒速28cm）で走り、カメ界のボルトと呼ばれます。
ギネス,世界一高い階段,スイスのニーセン山にある階段は11674段あり、一般開放されるレースの日は過酷な登山となります。
学校,黒板が緑色なのに黒板と呼ぶ理由,明治時代に導入された当初は黒い塗料を使っていましたが、後に目に優しい深緑になりました。
学校,ランドセルはオランダ語の「ランセル」,江戸時代に兵隊が使っていた背嚢「ランセル」が訛って、通学カバンとして定着しました。
学校,給食が始まったのは明治22年,山形県の小学校で、お弁当を持ってこられない子供のためにおにぎ等を出したのが起源です。
学校,上履きを履くのは日本独自の文化,家の中では靴を脱ぐという日本の生活様式が、学校教育にも取り入れられています。
学校,小学校のチャイムはウェストミンスター,ロンドンのビッグベンの鐘の音（ウェストミンスターの鐘）が、予鈴として採用されました。
学校,運動会の赤白帽は源平合戦の名残,源氏の白旗、平家の赤旗に由来し、紅白に分かれて戦うスタイルが定着しました。
学校,シャーペンの芯の「H」はHardの頭文字,Hは優しく薄く（Hard）、Bは濃く柔らかく（Black）、Fはその中間（Firm）を表します。
学校,消しゴムの角を使いたい心理,新しい消しゴムの角で消す瞬間の「サクッ」とした感触は、多くの人が楽しみにしています。
学校,理科室の机が黒いのは薬品を見やすく,白い粉末や透明な薬品をこぼした際に、すぐに見つけて対処できるように黒くなっています。
学校,音楽室の肖像画が怖い伝統,偉大な音楽家の肖像画が並び、夜になると目が合う・動くといった怪談の定番です。
学校,プール掃除は夏の風物詩,シーズン前に全校生徒で藻だらけのプールを磨くのは、大変ですが楽しいイベントの一つです。
学校,夏休みの宿題「自由研究」の自由の難しさ,「何でもいい」と言われると逆に困ってしまい、テーマ決めに毎年頭を悩ませます。
学校,教科書の端っこをパラパラ漫画に,授業中の暇つぶしとして、教科書の隅に棒人間のパラパラ漫画を描いた経験は誰にでもあります。
学校,テストの返却時間の緊張感,先生が名前を呼びながら答案用紙を返す瞬間、点数が良いか悪いかドキドキします。
学校,席替えはクラス最大のイベント,仲の良い友達の近くになれるか、好きな人の隣になれるか、一喜一憂する一大イベントです。
学校,学校の蛇口は逆回しで閉まるものも,「衛生水栓」といって、手の甲でも開閉しやすいように取っ手が逆向きの蛇口があります。
学校,修学旅行の枕投げが禁じられる理由,埃が舞ってアレルギーの原因になったり、興奮して怪我をしたりするのを防ぐためです。
学校,文化祭の準備期間の団結力,放課後に残って段ボール工作や看板作りをする時間は、当日以上に青春を感じる瞬間です。
学校,卒業式でボタンをあげる風習,詰襟の制服の「第二ボタン」は心臓に一番近いため、愛の告白として渡す文化がありました。
学校,校歌の歌詞に必ず山や川が出てくる,地域の自然や名所を歌詞に入れることで、郷土愛や誇りを育む意図があります。
学校,体育館の床がテカテカな理由,滑りすぎず、止まりすぎない絶妙な摩擦を保つため、専用のワックスで管理されています。
学校,図書室の静寂な匂い,古い紙の匂いと独特の静けさが混ざり合い、落ち着く空間を作り出しています。
学校,家庭科室で作る調理実習の美味しさ,簡単なメニューでも、班の友達と協力して作って食べると格別の美味しさに感じます。
学校,避難訓練の「おはしも」の合図,「押さない・走らない・喋らない・戻らない」の頭文字をとった、避難時の合言葉です。
学校,宿題を忘れた時の言い訳,「やったけど家に忘れました」は、先生が何千回も聞いてきた定番中の定番の言い訳です。
学校,通知表の「所見」欄を深読みする,先生からの短いメッセージの裏にある意図を読み取ろうと、親子で熟読してしまいます。
学校,放送室の機材のワクワク感,たくさんのスイッチやマイクが並ぶ放送室は、選ばれた放送委員だけが入れる特別な場所です。
学校,保健室のベッドの安心感,具合が悪い時に保健室の白いベッドで寝ていると、カーテン越しの教室の音が心地よく響きます。
学校,校長先生の話が長いと思われがち,大事なことを伝えたい熱意と、全校生徒を前にした緊張で、つい話が長くなり（？）ます。
学校,下駄箱の整理整頓,靴のかかとが揃っているクラスは落ち着いていると言われ、生活指導のバロメーターになります。
学校,ノートをどこまでも綺麗に書く情熱,色ペンや定規を使って完璧にまとめることに集中しすぎて、内容は頭に入っていないことも。
学校,分度器の使い道を卒業後に忘れる,算数の授業では必須アイテムでしたが、大人になってから角度を測る機会はほぼありません。
学校,合唱コンクールでの練習での喧嘩,「男子もっと真面目に歌ってよ！」と女子が怒り、男子がふてくされるのは通過儀礼です。
学校,学校の階段の段数を数える不思議,「行きと帰りで段数が違う」などの怪談を確かめるため、段数を数えながら歩きます。
学校,掃除の時間に流れるBGM,『天国と地獄』や『クシコス・ポスト』など、なぜか急かされる曲がかかることが多いです。
学校,筆箱の中身を見せ合う遊び,多機能な変形筆箱や、匂い付きの消しゴムなど、文房具は見せびらかしたくなります。
学校,理科の実験で見せる先生のマジック,液体を混ぜて色が変わったり爆発したり、先生が魔法使いに見える瞬間です。
学校,マラソン大会の「一緒に走ろう」の嘘,「一緒にゆっくり走ろうね」と約束した友達が、スタート直後に裏切って全力で走ります。
学校,二宮金次郎の像が歩き回るという噂,薪を背負って本を読む勤勉な像ですが、夜中に動くという怪談が全国の学校にあります。
学校,黒板消しクリーナーの吸い込み音,「ガガガガ」という音とともにチョークの粉を吸い込み、綺麗になるのが快感です。
学校,学校の屋上はドラマでは開放現実は鍵,ドラマやアニメでは屋上が青春の場所ですが、実際は転落防止のため施錠されています。
学校,体育座りの本当の名前は「三角座り」,関東などでは「体育座り」ですが、関西では「三角座り」と呼ぶ地域もあります。
学校,時間割を確認する日曜日の夜,『サザエさん』を見た後、明日の準備をしながら「休みが終わっちゃう」と憂鬱になります。
学校,学校のトイレの「花子さん」,「3番目の個室を3回ノックすると現れる」など、トイレの花子さんは永遠の怪談です。
学校,三角定規の真ん中の穴の理由,空気を逃して紙に張り付くのを防ぎ、摩擦を減らしてスムーズに動かすためです。
学校,習字の授業での墨汁の匂い,墨汁の独特の匂いが教室中に充満し、服につくと洗っても落ちない恐怖があります。
学校,英語の授業の「Repeat after me」,先生の発音に続いて声を出すのが恥ずかしく、つい小さな声になってしまいます。
学校,学校のチャイムは昔は手動の鐘,今は自動ですが、昔は小使いさん（用務員さん）が時間を見て鐘を鳴らしていました。
学校,校庭に引かれた白線の成分,昔は消石灰で火傷の危険がありましたが、現在は安全な炭酸カルシウムが使われています。
学校,卒業アルバムの寄せ書き,白いページに「ずっと友達だよ！」「忘れないでね」と書き合う時間は一生の思い出です。
