theme,content,description
愛知,三河地方はトヨタの約束を「三河商人の義理」で守り続けた企業文化,「義理を重んじ堅実に働く」三河気質がトヨタの「カイゼン文化」の精神的背景とも言われます。
愛知,愛知県は花火師の産地でもある,三河地方は古くから花火産業が盛んで、全国各地の花火大会に愛知産の花火が使われています。
愛知,愛知の郷土料理「煮味噌」は家庭の定番,野菜や豆腐をぐつぐつ煮た赤味噌仕立ての煮物で、愛知の食文化を象徴するシンプルな料理です。
愛知,2026年のアジア大会は愛知・名古屋で開催予定,愛知県と名古屋市を主会場にアジア競技大会が開催予定で、スポーツ・観光・経済の面で大きな注目を集めています。
おバカ,世界一長い地名は92文字ある,ニュージーランドの丘の名前で、現地の言葉で物語のような長い名前です。
おバカ,マヨネーズを名乗るには厳しい法律がある,卵の割合や油の種類など、JAS規格の基準を満たさないとマヨネーズと名乗れません。
おバカ,コアラはユーカリの葉しか食べないが不味い,ユーカリには毒があり栄養も少ないため、コアラは解毒のために一日中寝ています。
おバカ,昔のアイスランドではビールが禁止,1989年までビールは禁止されていました。解禁日は「ビールの日」として祝われます。
おバカ,ペンギンは石をプレゼントしてプロポーズ,オスが気に入った小石をメスに渡し、受け取ってもらえればカップル成立です。
おバカ,ナマケモノはあまりに動かず苔が生える,体毛に苔が生えることで、ジャングルの中で保護色となり身を守っています。
おバカ,猫の鳴き声「ニャー」は人間用,猫同士はボディランゲージや匂いで会話しており、鳴き声は主に対人間用です。
おバカ,ゴリラの血液型はすべてB型,ニシローランドゴリラは全員B型とされています。（種によって異なります）
おバカ,世界一高い場所にある郵便ポストは海の中,和歌山県すさみ町の海底10mに設置されており、専用ハガキで投函可能です。
おバカ,アヒルの足は凍らない,「ワンダーネット」という熱交換機能を持つ血管があり、冷たい水でも体温を保てます。
おバカ,クモの糸を合わせると飛行機を止められる,理論上、鉛筆ほどの太さのクモの糸があれば、ジャンボジェット機を捕獲できます。
おバカ,スイスには「一人でモルモットを飼う」禁止,社会性の強い動物なので、一匹だけで飼うことは虐待とみなされ法律で禁止です。
おバカ,1gの金は3kmの長さに伸ばせる,金は非常に伸びやすく、わずか1gで3000mもの金糸に加工することができます。
おバカ,地球上で一番売れている本はカタログ,家具店IKEAのカタログは、かつて年間2億部以上発行され聖書を超えていました。
おバカ,かつてアメリカではトマトは毒扱い,ナス科の植物で毒草に似ていたため、200年近く観賞用として恐れられていました。
おバカ,フランスでは「豚にナポレオンと名付ける」禁止,法律で明記されているわけではありませんが、英雄への侮辱となるためタブーです。
おバカ,オーストラリアには「頭を打って天才」事例,頭部への衝撃で脳機能が変化し、突然数学や芸術の天才になるサヴァン症候群です。
おバカ,牛には親友がいる,特定の仲の良い牛と一緒にいないと、ストレスで心拍数が上がることが分かっています。
おバカ,カタツムリは殻を脱ぐと死ぬ,殻の中には内臓が詰まっており、体と一体化しているため、脱ぐことはできません。
おバカ,トウモロコシの粒の数は必ず偶数,おしべの分裂の仕組み上、必ず2つ1組で粒ができるため、偶数になります。
おバカ,金魚の記憶力は3秒ではない,実験によると、少なくとも数ヶ月は記憶を保持でき、飼い主の顔も識別できるようです。
おバカ,バナナの皮には滑る成分が本当にある,踏むと皮の繊維がつぶれて潤滑油のような液体が出るため、物理的に本当によく滑ります。
おバカ,イルカはフグを突っついてハイになる,フグ毒の痺れを楽しむために、集団でフグを突っつく様子が撮影されています。
おバカ,キリンの舌は50cmもある,高い木のとげを避けて葉を巻き取るため、非常に長く器用な舌を持っています。
おバカ,ラクダのまつ毛は3段になっている,砂漠の激しい砂嵐から目を守るため、まつ毛が長く多重構造になっています。
おバカ,世界一高い建物の中には巨大な錘,台北101などの超高層ビルには、風の揺れを打ち消す巨大なダンパーが吊るされています。
おバカ,昔のケチャップは薬として販売,1830年代のアメリカでは、トマトの殺菌作用を利用して胃薬として売られていました。
おバカ,トランプのスペードのエースは特別扱い,昔、トランプに税金がかけられていた際、納税証明印をエースに押した名残です。
おバカ,カバの汗は強力な日焼け止め,カバの赤い汗には、紫外線をカットし細菌感染を防ぐ成分が含まれています。
おバカ,ワニは一生に一度も目をつぶらない,透明な瞬膜という瞼があり、水中で目を守りながら視界を確保しています。
おバカ,蟻は自分の体重の50倍を持てる,筋肉の構造が効率的で、人間がトラックを持ち上げるくらいの怪力を持っています。
おバカ,象は足の裏で遠くの音を聞く,足の裏で地面の低周波振動を感知し、数キロ離れた仲間の位置を知ることができます。
おバカ,タコは鏡を見て自分だとわかる,鏡に映った姿を自分と認識できる「鏡像認知」能力を持つ、数少ない無脊椎動物です。
おバカ,世界で一番古いガムは9000年前,スウェーデンで発見された9000年前の噛み跡付きの樹脂が、最古のガムとされます。
おバカ,鳥は空中で眠ることができる,渡り鳥などは脳を半分ずつ休ませることで、飛びながら睡眠をとることができます。
おバカ,カエルは目を使って食べ物を飲み込む,眼球を口の中に引っ込めることで、その圧力を使って食べ物を喉に押し込みます。
おバカ,宇宙から万里の長城は見えない,かつては見えると言われましたが、幅が狭いため肉眼で確認するのは不可能です。
おバカ,1円玉は水に浮く,アルミニウムは軽い金属なので、静かに置けば水の表面張力で浮かせることができます。
おバカ,醤油は英語でも「Soy Sauce」,Soyは大豆、Sauceはタレ。そのまま「大豆のソース」という意味です。
おバカ,猫にチョコレートは毒,テオブロミンという成分を分解できず、中毒症状を起こすため絶対に与えてはいけません。
おバカ,犬はテレビをコマ送りで見ている,人間より動体視力が優れているため、旧来のテレビ画面はチラついて見えています。
おバカ,マヨネーズは賞味期限が切れても数ヶ月,お酢と塩による殺菌効果が高いため、未開封ならかなり長持ちします。
おバカ,世界一高い山は海底から測るとハワイ,マウナ・ケア山は海底部からの高さが1万メートルを超え、エベレストより高いです。
おバカ,雨の匂いの正体はペトリコール,地面の細菌が出す物質や植物の油分が、雨粒で弾けて空気中に広がる匂いです。
おバカ,トランプのKはすべて実在の王,スペードはダビデ王、ハートはシャルルマーニュなど、モデルが存在します。
おバカ,ガムを飲み込んでも排出される,「7年体内に残る」というのは迷信で、消化されずにそのまま排泄されます。
おバカ,ハチは自分の巣の場所を太陽で覚える,太陽の位置をコンパス代わりにして、巣や花畑の方向を正確に把握しています。
おバカ,人間は一生のうちに3万回あくび,脳の温度調節や覚醒を促すために、胎児の頃からあくびをしています。
おバカ,眠れない時に羊を数えるのは語呂合わせ,英語のSleepとSheepの発音が似ており、暗示効果があるためと言われます。
おバカ,お腹が鳴るのは掃除のサイン,空腹時に胃が強く収縮し、食べ物のカスを腸へ送り出す「掃除運動」の音です。
ギネス,世界一長い髪の毛は5mを超える,中国の女性が記録した長さで、13歳の頃から30年以上伸ばし続けたそうです。
ギネス,世界一大きいピザはバスケットコート並,総重量12トン以上、1200平米を超える巨大ピザがイタリアで作られました。
ギネス,世界一速く走る男はボルト,ウサイン・ボルトが記録した100m9秒58は、時速になおすと約44.7kmです。
ギネス,世界一長生きした猫は38歳,クリーム・パフという名前の猫で、人間なら約170歳まで生きたことになります。
ギネス,世界一重いカボチャは1トン以上,品種改良と徹底管理により、軽自動車よりも重いカボチャが育てられています。
ギネス,世界一高いピザの値段は約130万円,金箔、トリュフ、最高級キャビアを散りばめた、イタリアの超豪華ピザです。
ギネス,世界一長い映画は857時間,『アンビアンセ』という実験映画で、全編を見るのに不眠不休でも30日以上かかります。
ギネス,世界一うるさい叫び声は飛行機並み,129デシベルという記録があり、ジェット機のエンジン音に匹敵する大音量です。
ギネス,世界一多くの指を持つ人は計34本,インドの男性で、手足の指が合計34本ある多指症のギネス記録です。
ギネス,世界一高い場所からのスカイダイビング,成層圏である高度3万9000メートルからのダイビングに成功しています。
ギネス,世界一多くのハンバーガーを食べた男,ドナルド・ゴースケ氏は、生涯で3万個以上のビッグマックを完食しました。
ギネス,世界一長い爪を持つ女性,両手の爪の合計の長さが13メートルを超え、日常生活には多大な苦労があったそうです。
ギネス,世界一小さい犬は体高約10cm,チワワの「ミラクル・ミリー」は、なんとスニーカーにもすっぽり入る大きさでした。
ギネス,世界一大きいシャボン玉は車が入る,あるアーチストが作ったシャボン玉は、セダン型の車一台を包み込みました。
ギネス,世界一長い橋は160km以上,中国の丹陽-昆山特大橋は全長164.8kmもあり、東京から静岡までの距離に相当します。
ギネス,世界一高い歌声を出せる女性,ピアノの鍵盤の端よりもさらに高い、人間離れした超高音を出すことができます。
ギネス,世界一速いタイピング,一分間に800文字以上を入力する記録があり、もはや指の動きが見えません。
ギネス,世界一長いドミノ倒しは400万本,オランダのチームが達成し、全て倒れるまでに相当な時間がかかりました。
ギネス,世界一多い家族は180人以上,インドのジオーナ氏は39人の妻を持ち、子供や孫を含めると180人以上の大家族でした。
ギネス,世界一大きいテディベアは20m,メキシコのスタジアムで作られたぬいぐるみは、全長約20メートルもありました。
ギネス,世界一長いゴムボート,全長30メートル以上あり、スキー場の雪の上を大勢で滑り降りるイベントで使われました。
ギネス,世界一高いジャンプをした犬,グレイハウンドという犬種が、191.7cmの壁を飛び越えた記録があります。
ギネス,世界一速くベッドメイキングする人,ホテルの支配人が、BOXシーツを完璧にセットするまでわずか69秒という記録があります。
ギネス,世界一多くのTシャツを同時に着た,260枚ものTシャツを重ね着し、ダルマのような見た目で歩くのもやっとでした。
ギネス,世界一長いレゴの塔,イスラエルで作られたレゴタワーは高さ36メートルに達し、ギネス記録となりました。
ギネス,世界一長いパンの長さは1km,スペインで焼かれたフランスパンは長さ1.2kmもあり、街の人々に振る舞われました。
ギネス,世界一速くレモンを食べる,皮を剥いたレモン一個を、わずか17秒で完食した記録があります。
ギネス,世界一長いスライドショー,3人が交代しながら写真を映し続け、84時間以上も連続でプレゼンを行いました。
ギネス,世界一大きいコーヒーカップ,ラスベガスで作られ、約7600リットル（浴槽数十杯分）のコーヒーが入りました。
ギネス,世界一速いトイレ,イギリスの発明家がトイレにエンジンを載せ、時速85kmで爆走することに成功しました。
ギネス,世界一長いトランプの塔,アメリカの建築家がトランプだけで作った塔は、高さ7.86メートルに達しました。
ギネス,世界一多くの風船を割る犬,ジャックラッセルテリアのトゥインキー君は、100個の風船を39秒で全て割りました。
ギネス,世界一高いハイヒール,ヒールの高さが40cm以上ある靴が作られましたが、実際に歩くのは至難の業です。
ギネス,世界一大きいパズル,5万ピースを超えるジグソーパズルが市販されており、完成には数ヶ月を要します。
ギネス,世界一長い名前を持つ店,イギリスにあるパブの名前は文字数が多すぎて、看板が建物を一周しています。
ギネス,世界一速くルービックキューブ,アメリカの青年が、3.13秒で3x3のルービックキューブを揃える世界記録を出しました。
ギネス,世界一長いトンネル,スイスのゴッタルドベーストンネルは全長57kmあり、鉄道トンネルとして世界最長です。
ギネス,世界一重い金貨は1トン,オーストラリアで作られた巨大な金貨は、純金1トン（約60億円相当）の価値があります。
ギネス,世界一高いアイスクリーム,ドバイのカフェで提供されるアイスは金箔尽くしで、一杯約88万円もします。
ギネス,世界一速い野球の球速,アロルディス・チャップマン投手が投げた169km/h（105.1マイル）がギネス認定されています。
ギネス,世界一大きい時計,サウジアラビアの「アブラージュ・アル・ベイト」にある時計塔は、直径43mもあります。
ギネス,世界一長いペン,インドで作られたボールペンは長さ5.5メートルもあり、実際にインクが出て書くことも可能です。
ギネス,世界一多い応募があった懸賞,ペプシコーラの懸賞キャンペーンには、世界中から1億通以上の応募が集まりました。
ギネス,世界一速くココナッツを割る,手刀や肘などで、1分間に122個ものココナッツを叩き割った武道家がいます。
ギネス,世界一重い自転車,ベルギーの男性が作った自転車は重さ860kgもあり、巨大なタイヤで実際に走行可能です。
ギネス,世界一高い場所でのテニス,ドバイのホテルのヘリポートにて、地上約200mの高さでテニスの試合が行われました。
ギネス,世界一大きい手を持つ男,トルコの男性の手首から中指の先までは28.5cmもあり、バスケボールを片手で掴めます。
ギネス,世界一長いソーセージ,ルーマニアで作られたソーセージは全長62kmもあり、つなぎ目なしの一本として認定されました。
ギネス,世界一速いカメ,「バーティ」と名付けられたカメは、時速約1km（秒速28cm）で走り、カメ界のボルトと呼ばれます。
ギネス,世界一高い階段,スイスのニーセン山にある階段は11674段あり、一般開放されるレースの日は過酷な登山となります。
学校,黒板が緑色なのに「黒板」と呼ぶ理由,明治時代の導入当初は黒い塗料を使っていましたが、後に教師・生徒の目に優しい深緑色のものに切り替わりました。
学校,ランドセルはオランダ語の「ランセル」が語源,江戸時代に兵士が使っていた背嚢（はいのう）「ransel」が転訛し、通学用カバンとして定着しました。
学校,日本の学校給食の始まりは明治22年,山形県鶴岡市の小学校で、貧しくお弁当を持参できない児童のためにおにぎりと漬物を提供したのが起源です。
学校,上履きを校内で履く文化は日本独自,屋内で靴を脱ぐ日本の生活習慣が学校教育に反映されたもので、衛生面や床材保護の目的もあります。
学校,学校のチャイムはビッグベンの旋律が元,ロンドンの国会議事堂時計塔（ビッグベン）に使われる「ウェストミンスターの鐘」の旋律が日本中に広まりました。
学校,運動会の紅白分けは源平合戦が起源,源氏の白旗・平家の赤旗に由来するとされ、明治時代の陸軍運動会で採用されたのが全国に波及しました。
学校,シャーペンの芯のHはHard・BはBlack,Hが多いほど硬く薄く、Bが多いほど軟らかく濃くなり、FはFirm（中間の硬さ）を意味します。
学校,理科室の実験台が黒い理由は視認性,白や透明の薬品・粉末をこぼしたときにすぐ発見できるよう、表面に黒い耐薬品性の素材が使われています。
学校,三角定規の穴は滑り止め防止のための機能,定規を紙面から持ち上げやすくするとともに、空気逃がしによる吸着を防いでスムーズに移動させるためです。
学校,校庭の白線は昔、消石灰だった,かつかつて体に有害な消石灰が使われていましたが、アレルギー・皮膚炎の懸念から現在は安全な炭酸カルシウムへ移行しました。
学校,体育座りの正式名称は「体育座り」ではない,文部科学省の名称は「体育座り（三角座り）」で、学術的には「長座」「膝抱え座り」とも呼ばれます。
学校,学校の屋上が施錠されている法的根拠,建築基準法や学校安全の観点から転落防止のためで、ドラマのような開放された屋上は実際にはほぼ存在しません。
学校,給食の牛乳が200mlに統一された背景,文部科学省の学校給食法に基づき、1食あたりのカルシウム摂取量確保のため200mlが標準量として定められています。
学校,掃除の時間に流す「天国と地獄」は通称,オッフェンバックの『天国と地獄（地獄のオルフェ）』の序曲で、テンポが速く掃除を急かすのに適していたため広まりました。
学校,学校の避難訓練の合言葉「おかしも」,押さない・駆けない・喋らない・戻らないの頭文字で、文部科学省が策定した避難行動の基本指針です。
学校,チョークが黒板に書ける理由は硬さの差,黒板の表面より柔らかい炭酸カルシウム（チョーク）が削れることで文字が書かれる仕組みです。
学校,黒板消しクリーナーは自動車の集塵機技術から,チョーク粉を吸引する機械式フィルターは、産業用集塵機の技術を学校向けに小型化したものです。
学校,日本の義務教育は世界でも早い1900年導入,小学校令改正により1900年に義務教育が無償化・強化され、就学率は急速に100%近くに達しました。
学校,給食のソフト麺の正式名称は「ソフトめん」,文部科学省が指定した「ソフトスパゲッティ式めん」の略で、東京を中心に1960年代に普及しました。
学校,体育館のフロアに使われる木材はほぼ国産楓,硬さと弾力のバランスが良い楓（カエデ）系の木材が、スポーツ競技の衝撃吸収に最適とされています。
学校,学校プールの水は塩素で消毒される,次亜塩素酸ナトリウムで殺菌しており、文部科学省が遊離残留塩素0.4mg/L以上の維持を義務付けています。
学校,音楽室に作曲家の肖像画が並ぶのは歴史的慣習,明治時代に西洋音楽教育が導入された際、西洋の偉大な作曲家を敬うために掲示されたのが始まりです。
学校,英語で「school」の語源は古代ギリシャ語「余暇」,「schole（スコレー）」は「余暇・暇な時間」を意味し、学ぶ余裕がある者がいた場所が語源です。
学校,日本の小学校の教室の広さは64㎡が標準,文部科学省の学校施設整備指針により、1学級の教室面積は64㎡（約38畳）が標準基準として定められています。
学校,ランドセルが入学祝いに普及したのは昭和期,戦前は布製の風呂敷が主流でしたが、戦後の高度成長期に人工皮革の普及とともにランドセルが定着しました。
学校,卒業式で第2ボタンを渡す文化の起源は不明,昭和30〜40年代の映画・ドラマがきっかけとも、旧制高校の風習が転訛したとも言われますが定説はありません。
学校,習字に使う墨は松の木から作られる,松の木を燃焼させて生じた煤（すす）を原料に、にかわで固めて作る「松煙墨」が伝統的な墨の製法です。
学校,分度器の起源は古代エジプト,角度を測る道具の原型は約4000年前のエジプトで使われたとされており、現在の半円形は19世紀に普及しました。
学校,教科書に使われる紙は特殊な「書籍用紙」,目に優しい淡いクリーム色で、表裏の透けを極力抑える高不透明度の紙が文部科学省検定用に使用されます。
学校,連絡帳は明治時代の「日記帳」が起源,家庭と学校の連絡手段として、明治初期の「学校日誌」から家庭向けに発展した記録簿が連絡帳の原型です。
学校,学校のトイレのドアが外開きの理由は安全性,内開きだと中で倒れた人がいた場合に開けられなくなるため、外開きが安全基準として推奨されています。
学校,出席番号が5月1日基準の理由,小学校・中学校では、5月1日現在の在籍者名簿をもとに学年度の各種統計が作成されるため、4月入学後に番号が確定します。
学校,成績表の5段階評価は相対評価から絶対評価へ,2002年の学習指導要領改訂を機に、集団内の順位ではなく目標到達度を測る絶対評価が原則となりました。
学校,鉛筆は六角形が多い理由,三角形・六角形は指で持ちやすく転がりにくいためで、六角形は鉛筆製造機の効率も良く世界標準となっています。
学校,「起立・礼・着席」は旧陸軍の軍隊教育に由来,明治期に軍隊式作法が学校教育に浸透し、礼節の基本として現代まで受け継がれています。
学校,PTA（Parents and Teachers Association）はアメリカ発祥,1897年にアメリカで設立された保護者と教師の組織が戦後GHQの指導で日本に導入されました。
学校,宿題（ホームワーク）は19世紀ドイツ発祥とされる,ドイツの教育家ヨハン・フォン・ドッテルが家庭学習を体系化したのが宿題の起源とする説があります。
学校,日本の学校の長期休暇は農業カレンダーに合わせた,夏休みは農繁期と重なる時期を避けつつ、明治期の農業中心の生活リズムに合わせたのが起源という説があります。
学校,黒板の前の段差「教壇」には教育的意図がある,先生が高い位置に立つことで全員の学習状況を把握しやすく、声と視線を全体に届けやすくする設計です。
学校,学校給食の「みそ汁」に豆腐が多い理由,豆腐はたんぱく質・カルシウムが豊富で安価なため、栄養バランス面でも予算面でも優れた食材として重宝されています。
学校,日本の小学校は世界でも珍しい完全清掃文化,生徒自身が教室・廊下・トイレを掃除する方式は「清掃活動による人格形成」を目的とした日本独自の教育文化です。
学校,プールの水深が1.2m以下の基準,学校のプールは文部科学省の基準で最深でも1.2m以下が推奨されており、安全確保のために水深が厳格に管理されます。
学校,国語の教科書に使われる明朝体の理由,点・ハネ・払いが明確な明朝体は、正しい字形の学習に適しているとされ、小学校の教科書フォントとして採用されています。
学校,入学式が4月の国は世界的には少数派,多くの国は9月入学ですが、日本は明治期の農業サイクルと会計年度（4月始まり）に合わせて4月入学を採用しました。
学校,校庭の砂場の砂は定期的に入れ替えられる,衛生基準として砂の大腸菌・寄生虫検査が義務付けられており、汚染が確認された場合は全量交換が必要です。
学校,学習指導要領は約10年周期で改定される,社会の変化に対応するため文部科学省が定期的に見直し、最新版は2020年に小学校で全面実施されました。
学校,ドッジボールは日本独自に進化した,発祥はアメリカの「ドッジボール」ですが、日本で独自のルールに変形し、「学校体育の代名詞」として定着しました。
学校,教科書の無償配布は1963年から,「義務教育諸学校の教科用図書の無償措置に関する法律」により、公立小中学校の教科書は全額国費で賄われています。
学校,黒板に書かれた文字が見やすい字体の秘密,教師用チョーク文字の教育では、太く・大きく・傾けすぎないことが視認性を高める基本とされています。
学校,「先生」という呼び方は本来「人生の先輩」の意,中国語の「先生（xiānsheng）」は「先に生まれた人・人生経験の豊富な人」を意味し、医師・弁護士にも使われる敬称です。
